Date, OperationType, DocumentType, PolicyNumber, Topic
2023-11-22T14:16:07+00:00,Successfully sent, GENERIC_BILLING_DOC_EVENT , 85381934 , awie.cck.g3.prod.esure.billing.events.DocumentEvent.2 .
2023-11-22T14:15:51+00:00,Successfully sent, GENERIC_BILLING_DOC_EVENT , 91855384 , awie.cck.g3.prod.esure.billing.events.DocumentEvent.2 .
2023-11-22T14:10:55+00:00,Successfully sent, GENERIC_BILLING_DOC_EVENT , 93262541 , awie.cck.g3.prod.esure.billing.events.DocumentEvent.2 .
2023-11-22T14:07:45+00:00,Successfully sent, GENERIC_BILLING_DOC_EVENT , 85443350 , awie.cck.g3.prod.esure.billing.events.DocumentEvent.2 .
2023-11-22T14:06:23+00:00,Successfully sent, GENERIC_BILLING_DOC_EVENT , 42419134 , awie.cck.g3.prod.esure.billing.events.DocumentEvent.2 .
2023-11-22T14:04:28+00:00,Successfully sent, GENERIC_BILLING_DOC_EVENT , 85443350 , awie.cck.g3.prod.esure.billing.events.DocumentEvent.2 .
2023-11-22T14:02:44+00:00,Successfully sent, GENERIC_BILLING_DOC_EVENT , 85443350 , awie.cck.g3.prod.esure.billing.events.DocumentEvent.2 .
2023-11-24T17:28:55+00:00,Successfully sent, DELINQUENCY_COVERED_EVENT , 85761962 , awie.cck.g3.prod.esure.billing.events.DocumentEvent.2 .
2023-11-24T17:12:50+00:00,Successfully sent, GENERIC_BILLING_DOC_EVENT , 94829159 , awie.cck.g3.prod.esure.billing.events.DocumentEvent.2 .
2023-11-24T17:04:04+00:00,Successfully sent, GENERIC_BILLING_DOC_EVENT , 85996011 , awie.cck.g3.prod.esure.billing.events.DocumentEvent.2 .
2023-11-24T17:00:13+00:00,Successfully sent, GENERIC_BILLING_DOC_EVENT , 41309181 , awie.cck.g3.prod.esure.billing.events.DocumentEvent.2 .
2023-11-24T16:55:02+00:00,Successfully sent, GENERIC_BILLING_DOC_EVENT , 93696076 , awie.cck.g3.prod.esure.billing.events.DocumentEvent.2 .
2023-11-24T16:53:24+00:00,Successfully sent, GENERIC_BILLING_DOC_EVENT , 41309181 , awie.cck.g3.prod.esure.billing.events.DocumentEvent.2 .
2023-11-24T16:53:06+00:00,Successfully sent, GENERIC_BILLING_DOC_EVENT , 41309181 , awie.cck.g3.prod.esure.billing.events.DocumentEvent.2 .
2023-11-24T16:50:27+00:00,Successfully sent, GENERIC_BILLING_DOC_EVENT , P0001848435 , awie.cck.g3.prod.esure.billing.events.DocumentEvent.2 .
2023-11-24T16:50:23+00:00,Successfully sent, DELINQUENCY_COVERED_EVENT , 90759241 , awie.cck.g3.prod.esure.billing.events.DocumentEvent.2 .
2023-11-24T16:43:25+00:00,Successfully sent, DELINQUENCY_COVERED_EVENT , 85418165 , awie.cck.g3.prod.esure.billing.events.DocumentEvent.2 .
2023-11-24T16:29:44+00:00,Successfully sent, DELINQUENCY_COVERED_EVENT , 93942240 , awie.cck.g3.prod.esure.billing.events.DocumentEvent.2 .
2023-11-24T16:23:40+00:00,Successfully sent, DELINQUENCY_COVERED_EVENT , P0001005174 , awie.cck.g3.prod.esure.billing.events.DocumentEvent.2 .
2023-11-24T16:10:15+00:00,Successfully sent, GENERIC_BILLING_DOC_EVENT , 93297197 , awie.cck.g3.prod.esure.billing.events.DocumentEvent.2 .
2023-11-24T16:06:17+00:00,Successfully sent, DELINQUENCY_COVERED_EVENT , P0001543260 , awie.cck.g3.prod.esure.billing.events.DocumentEvent.2 .
2023-11-24T15:49:15+00:00,Successfully sent, DELINQUENCY_COVERED_EVENT , 94275439 , awie.cck.g3.prod.esure.billing.events.DocumentEvent.2 .
2023-11-24T15:49:14+00:00,Successfully sent, DELINQUENCY_COVERED_EVENT , 94275439 , awie.cck.g3.prod.esure.billing.events.DocumentEvent.2 .
2023-11-24T15:49:14+00:00,Successfully sent, DELINQUENCY_COVERED_EVENT , 94275439 , awie.cck.g3.prod.esure.billing.events.DocumentEvent.2 .
2023-11-24T15:49:13+00:00,Successfully sent, GENERIC_BILLING_DOC_EVENT , 76085466 , awie.cck.g3.prod.esure.billing.events.DocumentEvent.2 .
2023-11-24T15:34:51+00:00,Successfully sent, GENERIC_BILLING_DOC_EVENT , 81016219 , awie.cck.g3.prod.esure.billing.events.DocumentEvent.2 .
2023-11-24T15:28:00+00:00,Successfully sent, DELINQUENCY_COVERED_EVENT , 89772509 , awie.cck.g3.prod.esure.billing.events.DocumentEvent.2 .
2023-11-24T15:24:54+00:00,Successfully sent, DELINQUENCY_COVERED_EVENT , P0000853089 , awie.cck.g3.prod.esure.billing.events.DocumentEvent.2 .
2023-11-24T15:17:11+00:00,Successfully sent, DELINQUENCY_COVERED_EVENT , P0001158005 , awie.cck.g3.prod.esure.billing.events.DocumentEvent.2 .
2023-11-24T15:12:25+00:00,Successfully sent, DELINQUENCY_COVERED_EVENT , P0001288640 , awie.cck.g3.prod.esure.billing.events.DocumentEvent.2 .
2023-11-24T15:09:11+00:00,Successfully sent, GENERIC_BILLING_DOC_EVENT , 94529578 , awie.cck.g3.prod.esure.billing.events.DocumentEvent.2 .
2023-11-24T15:08:48+00:00,Successfully sent, GENERIC_BILLING_DOC_EVENT , 94529578 , awie.cck.g3.prod.esure.billing.events.DocumentEvent.2 .
2023-11-24T14:59:14+00:00,Successfully sent, GENERIC_BILLING_DOC_EVENT , 78718687 , awie.cck.g3.prod.esure.billing.events.DocumentEvent.2 .
2023-11-24T14:43:12+00:00,Successfully sent, GENERIC_BILLING_DOC_EVENT , 93694151 , awie.cck.g3.prod.esure.billing.events.DocumentEvent.2 .
2023-11-24T14:40:39+00:00,Successfully sent, DELINQUENCY_COVERED_EVENT , 86646979 , awie.cck.g3.prod.esure.billing.events.DocumentEvent.2 .
2023-11-24T14:40:35+00:00,Successfully sent, DELINQUENCY_COVERED_EVENT , 94369086 , awie.cck.g3.prod.esure.billing.events.DocumentEvent.2 .
2023-11-24T14:30:03+00:00,Successfully sent, GENERIC_BILLING_DOC_EVENT , 93694151 , awie.cck.g3.prod.esure.billing.events.DocumentEvent.2 .
2023-11-24T14:28:54+00:00,Successfully sent, GENERIC_BILLING_DOC_EVENT , 88663248 , awie.cck.g3.prod.esure.billing.events.DocumentEvent.2 .
2023-11-24T14:25:35+00:00,Successfully sent, GENERIC_BILLING_DOC_EVENT , 53326483 , awie.cck.g3.prod.esure.billing.events.DocumentEvent.2 .
2023-11-24T14:25:35+00:00,Successfully sent, GENERIC_BILLING_DOC_EVENT , 79800497 , awie.cck.g3.prod.esure.billing.events.DocumentEvent.2 .
2023-11-24T14:23:06+00:00,Successfully sent, GENERIC_BILLING_DOC_EVENT , 88663248 , awie.cck.g3.prod.esure.billing.events.DocumentEvent.2 .
2023-11-24T14:22:00+00:00,Successfully sent, GENERIC_BILLING_DOC_EVENT , P0001597672 , awie.cck.g3.prod.esure.billing.events.DocumentEvent.2 .
2023-11-24T14:18:51+00:00,Successfully sent, DELINQUENCY_COVERED_EVENT , 78984829 , awie.cck.g3.prod.esure.billing.events.DocumentEvent.2 .
2023-11-24T14:15:28+00:00,Successfully sent, GENERIC_BILLING_DOC_EVENT , 86134509 , awie.cck.g3.prod.esure.billing.events.DocumentEvent.2 .
2023-11-24T14:10:15+00:00,Successfully sent, DELINQUENCY_COVERED_EVENT , P0001405264 , awie.cck.g3.prod.esure.billing.events.DocumentEvent.2 .
2023-11-24T14:05:59+00:00,Successfully sent, GENERIC_BILLING_DOC_EVENT , 94315571 , awie.cck.g3.prod.esure.billing.events.DocumentEvent.2 .
2023-11-24T14:05:59+00:00,Successfully sent, DELINQUENCY_COVERED_EVENT , 89369455 , awie.cck.g3.prod.esure.billing.events.DocumentEvent.2 .
2023-11-24T14:05:57+00:00,Successfully sent, GENERIC_BILLING_DOC_EVENT , 90873744 , awie.cck.g3.prod.esure.billing.events.DocumentEvent.2 .
2023-11-24T14:05:57+00:00,Successfully sent, GENERIC_BILLING_DOC_EVENT , P0001207285 , awie.cck.g3.prod.esure.billing.events.DocumentEvent.2 .
2023-11-24T13:53:43+00:00,Successfully sent, DELINQUENCY_COVERED_EVENT , P0001025885 , awie.cck.g3.prod.esure.billing.events.DocumentEvent.2 .
2023-11-24T13:39:59+00:00,Successfully sent, DELINQUENCY_COVERED_EVENT , P0001333288 , awie.cck.g3.prod.esure.billing.events.DocumentEvent.2 .
2023-11-24T13:38:53+00:00,Successfully sent, DIRECT_DEBIT_MANDATE_CANCELLED_EVENT , 46677543 , awie.cck.g3.prod.esure.billing.events.DocumentEvent.1 .
2023-11-24T13:36:53+00:00,Successfully sent, GENERIC_BILLING_DOC_EVENT , 84121595 , awie.cck.g3.prod.esure.billing.events.DocumentEvent.2 .
2023-11-24T13:36:51+00:00,Successfully sent, DELINQUENCY_COVERED_EVENT , 94535651 , awie.cck.g3.prod.esure.billing.events.DocumentEvent.2 .
2023-11-24T13:31:13+00:00,Successfully sent, DELINQUENCY_COVERED_EVENT , 93974813 , awie.cck.g3.prod.esure.billing.events.DocumentEvent.2 .
2023-11-24T13:31:12+00:00,Successfully sent, DELINQUENCY_COVERED_EVENT , P0001003387 , awie.cck.g3.prod.esure.billing.events.DocumentEvent.2 .
2023-11-24T13:25:00+00:00,Successfully sent, DELINQUENCY_COVERED_EVENT , P0001150633 , awie.cck.g3.prod.esure.billing.events.DocumentEvent.2 .
2023-11-24T13:24:52+00:00,Successfully sent, GENERIC_BILLING_DOC_EVENT , P0001884493 , awie.cck.g3.prod.esure.billing.events.DocumentEvent.2 .
2023-11-24T13:13:28+00:00,Successfully sent, GENERIC_BILLING_DOC_EVENT , 90543711 , awie.cck.g3.prod.esure.billing.events.DocumentEvent.2 .
2023-11-24T13:05:56+00:00,Successfully sent, DELINQUENCY_COVERED_EVENT , P0001479266 , awie.cck.g3.prod.esure.billing.events.DocumentEvent.2 .
2023-11-24T12:57:41+00:00,Successfully sent, GENERIC_BILLING_DOC_EVENT , P0001689368 , awie.cck.g3.prod.esure.billing.events.DocumentEvent.2 .
2023-11-24T12:54:52+00:00,Successfully sent, DELINQUENCY_COVERED_EVENT , P0001588958 , awie.cck.g3.prod.esure.billing.events.DocumentEvent.2 .
2023-11-24T12:47:00+00:00,Successfully sent, DIRECT_DEBIT_MANDATE_CANCELLED_EVENT , 57859865 , awie.cck.g3.prod.esure.billing.events.DocumentEvent.1 .
2023-11-24T12:46:47+00:00,Successfully sent, GENERIC_BILLING_DOC_EVENT , 93769067 , awie.cck.g3.prod.esure.billing.events.DocumentEvent.2 .
2023-11-24T12:45:35+00:00,Successfully sent, DELINQUENCY_COVERED_EVENT , P0001245303 , awie.cck.g3.prod.esure.billing.events.DocumentEvent.2 .
2023-11-24T12:40:49+00:00,Successfully sent, DELINQUENCY_COVERED_EVENT , P0000919247 , awie.cck.g3.prod.esure.billing.events.DocumentEvent.2 .
2023-11-24T12:27:05+00:00,Successfully sent, GENERIC_BILLING_DOC_EVENT , 93341075 , awie.cck.g3.prod.esure.billing.events.DocumentEvent.2 .
2023-11-24T12:22:29+00:00,Successfully sent, GENERIC_BILLING_DOC_EVENT , 89851034 , awie.cck.g3.prod.esure.billing.events.DocumentEvent.2 .
2023-11-24T12:21:56+00:00,Successfully sent, GENERIC_BILLING_DOC_EVENT , 89851034 , awie.cck.g3.prod.esure.billing.events.DocumentEvent.2 .
2023-11-24T12:18:24+00:00,Successfully sent, DELINQUENCY_COVERED_EVENT , P0001371952 , awie.cck.g3.prod.esure.billing.events.DocumentEvent.2 .
2023-11-24T12:11:45+00:00,Successfully sent, GENERIC_BILLING_DOC_EVENT , 35988318 , awie.cck.g3.prod.esure.billing.events.DocumentEvent.2 .
2023-11-24T12:09:52+00:00,Successfully sent, GENERIC_BILLING_DOC_EVENT , P0001878499 , awie.cck.g3.prod.esure.billing.events.DocumentEvent.2 .
2023-11-24T12:00:28+00:00,Successfully sent, DELINQUENCY_COVERED_EVENT , P0001612756 , awie.cck.g3.prod.esure.billing.events.DocumentEvent.2 .
2023-11-24T11:28:06+00:00,Successfully sent, GENERIC_BILLING_DOC_EVENT , 94506821 , awie.cck.g3.prod.esure.billing.events.DocumentEvent.2 .
2023-11-24T11:28:06+00:00,Successfully sent, DELINQUENCY_COVERED_EVENT , P0000977822 , awie.cck.g3.prod.esure.billing.events.DocumentEvent.2 .
2023-11-24T11:25:58+00:00,Successfully sent, GENERIC_BILLING_DOC_EVENT , 58959277 , awie.cck.g3.prod.esure.billing.events.DocumentEvent.2 .
2023-11-24T11:19:08+00:00,Successfully sent, GENERIC_BILLING_DOC_EVENT , 87486973 , awie.cck.g3.prod.esure.billing.events.DocumentEvent.2 .
2023-11-24T11:11:54+00:00,Successfully sent, GENERIC_BILLING_DOC_EVENT , 82130746 , awie.cck.g3.prod.esure.billing.events.DocumentEvent.2 .
2023-11-24T11:05:29+00:00,Successfully sent, GENERIC_BILLING_DOC_EVENT , P0001515903 , awie.cck.g3.prod.esure.billing.events.DocumentEvent.2 .
2023-11-24T11:00:25+00:00,Successfully sent, GENERIC_BILLING_DOC_EVENT , 93535296 , awie.cck.g3.prod.esure.billing.events.DocumentEvent.2 .
2023-11-24T10:58:27+00:00,Successfully sent, DELINQUENCY_COVERED_EVENT , P0001136747 , awie.cck.g3.prod.esure.billing.events.DocumentEvent.2 .
2023-11-24T10:56:54+00:00,Successfully sent, GENERIC_BILLING_DOC_EVENT , 74647900 , awie.cck.g3.prod.esure.billing.events.DocumentEvent.2 .
2023-11-24T10:53:18+00:00,Successfully sent, GENERIC_BILLING_DOC_EVENT , 63586523 , awie.cck.g3.prod.esure.billing.events.DocumentEvent.2 .
2023-11-24T10:42:03+00:00,Successfully sent, GENERIC_BILLING_DOC_EVENT , 93371224 , awie.cck.g3.prod.esure.billing.events.DocumentEvent.2 .
2023-11-24T10:38:20+00:00,Successfully sent, DELINQUENCY_COVERED_EVENT , 80611308 , awie.cck.g3.prod.esure.billing.events.DocumentEvent.2 .
2023-11-24T10:38:18+00:00,Successfully sent, DELINQUENCY_COVERED_EVENT , P0001600286 , awie.cck.g3.prod.esure.billing.events.DocumentEvent.2 .
2023-11-24T10:37:14+00:00,Successfully sent, DEBT_REFERRAL_EXTENSION_LETTER_EVENT , 83933097 , awie.cck.g3.prod.esure.billing.events.DocumentEvent.2 .
2023-11-24T10:30:48+00:00,Successfully sent, GENERIC_BILLING_DOC_EVENT , 86180849 , awie.cck.g3.prod.esure.billing.events.DocumentEvent.2 .
2023-11-24T10:23:45+00:00,Successfully sent, DIRECT_DEBIT_MANDATE_CANCELLED_EVENT , P0001842146 , awie.cck.g3.prod.esure.billing.events.DocumentEvent.1 .
2023-11-24T10:21:42+00:00,Successfully sent, DIRECT_DEBIT_MANDATE_CANCELLED_EVENT , P0001839404 , awie.cck.g3.prod.esure.billing.events.DocumentEvent.1 .
2023-11-24T10:21:24+00:00,Successfully sent, GENERIC_BILLING_DOC_EVENT , 93371224 , awie.cck.g3.prod.esure.billing.events.DocumentEvent.2 .
2023-11-24T10:21:18+00:00,Successfully sent, DELINQUENCY_COVERED_EVENT , P0001242520 , awie.cck.g3.prod.esure.billing.events.DocumentEvent.2 .
2023-11-24T10:11:24+00:00,Successfully sent, GENERIC_BILLING_DOC_EVENT , 86028650 , awie.cck.g3.prod.esure.billing.events.DocumentEvent.2 .
2023-11-24T10:06:13+00:00,Successfully sent, GENERIC_BILLING_DOC_EVENT , 87579013 , awie.cck.g3.prod.esure.billing.events.DocumentEvent.2 .
2023-11-24T10:01:19+00:00,Successfully sent, DELINQUENCY_COVERED_EVENT , P0001079966 , awie.cck.g3.prod.esure.billing.events.DocumentEvent.2 .
2023-11-24T09:59:59+00:00,Successfully sent, GENERIC_BILLING_DOC_EVENT , P0001078894 , awie.cck.g3.prod.esure.billing.events.DocumentEvent.2 .
2023-11-24T09:59:43+00:00,Successfully sent, DELINQUENCY_COVERED_EVENT , 93849684 , awie.cck.g3.prod.esure.billing.events.DocumentEvent.2 .
2023-11-24T09:58:31+00:00,Successfully sent, GENERIC_BILLING_DOC_EVENT , 93461375 , awie.cck.g3.prod.esure.billing.events.DocumentEvent.2 .
2023-11-24T09:58:11+00:00,Successfully sent, DELINQUENCY_COVERED_EVENT , P0001571884 , awie.cck.g3.prod.esure.billing.events.DocumentEvent.2 .
2023-11-24T09:57:15+00:00,Successfully sent, GENERIC_BILLING_DOC_EVENT , 87438429 , awie.cck.g3.prod.esure.billing.events.DocumentEvent.2 .
2023-11-24T09:54:23+00:00,Successfully sent, DELINQUENCY_COVERED_EVENT , 89899687 , awie.cck.g3.prod.esure.billing.events.DocumentEvent.2 .
2023-11-24T09:49:32+00:00,Successfully sent, DELINQUENCY_COVERED_EVENT , 94312833 , awie.cck.g3.prod.esure.billing.events.DocumentEvent.2 .
2023-11-24T09:48:21+00:00,Successfully sent, DELINQUENCY_COVERED_EVENT , 93151319 , awie.cck.g3.prod.esure.billing.events.DocumentEvent.2 .
2023-11-24T09:47:54+00:00,Successfully sent, DELINQUENCY_COVERED_EVENT , P0001552776 , awie.cck.g3.prod.esure.billing.events.DocumentEvent.2 .
2023-11-24T09:47:36+00:00,Successfully sent, DELINQUENCY_COVERED_EVENT , 94452570 , awie.cck.g3.prod.esure.billing.events.DocumentEvent.2 .
2023-11-24T09:42:53+00:00,Successfully sent, DELINQUENCY_COVERED_EVENT , 89229703 , awie.cck.g3.prod.esure.billing.events.DocumentEvent.2 .
2023-11-24T09:31:40+00:00,Successfully sent, DELINQUENCY_COVERED_EVENT , 89818058 , awie.cck.g3.prod.esure.billing.events.DocumentEvent.2 .
2023-11-24T09:25:11+00:00,Successfully sent, GENERIC_BILLING_DOC_EVENT , 48001309 , awie.cck.g3.prod.esure.billing.events.DocumentEvent.2 .
2023-11-24T09:22:46+00:00,Successfully sent, GENERIC_BILLING_DOC_EVENT , 94067481 , awie.cck.g3.prod.esure.billing.events.DocumentEvent.2 .
2023-11-24T09:15:31+00:00,Successfully sent, DELINQUENCY_COVERED_EVENT , 93998956 , awie.cck.g3.prod.esure.billing.events.DocumentEvent.2 .
2023-11-24T09:14:13+00:00,Successfully sent, GENERIC_BILLING_DOC_EVENT , 85678038 , awie.cck.g3.prod.esure.billing.events.DocumentEvent.2 .
2023-11-24T09:13:46+00:00,Successfully sent, GENERIC_BILLING_DOC_EVENT , 85678038 , awie.cck.g3.prod.esure.billing.events.DocumentEvent.2 .
2023-11-24T09:12:19+00:00,Successfully sent, DELINQUENCY_COVERED_EVENT , P0001504484 , awie.cck.g3.prod.esure.billing.events.DocumentEvent.2 .
2023-11-24T09:08:13+00:00,Successfully sent, GENERIC_BILLING_DOC_EVENT , 56157157 , awie.cck.g3.prod.esure.billing.events.DocumentEvent.2 .
2023-11-24T09:03:40+00:00,Successfully sent, GENERIC_BILLING_DOC_EVENT , 81458539 , awie.cck.g3.prod.esure.billing.events.DocumentEvent.2 .
2023-11-24T09:00:12+00:00,Successfully sent, DELINQUENCY_COVERED_EVENT , P0000971928 , awie.cck.g3.prod.esure.billing.events.DocumentEvent.2 .
2023-11-24T09:00:12+00:00,Successfully sent, GENERIC_BILLING_DOC_EVENT , 93829272 , awie.cck.g3.prod.esure.billing.events.DocumentEvent.2 .
2023-11-24T08:53:44+00:00,Successfully sent, GENERIC_BILLING_DOC_EVENT , P0001843006 , awie.cck.g3.prod.esure.billing.events.DocumentEvent.2 .
2023-11-24T08:42:06+00:00,Successfully sent, DELINQUENCY_COVERED_EVENT , 93155888 , awie.cck.g3.prod.esure.billing.events.DocumentEvent.2 .
2023-11-24T08:41:00+00:00,Successfully sent, DELINQUENCY_COVERED_EVENT , P0001619641 , awie.cck.g3.prod.esure.billing.events.DocumentEvent.2 .
2023-11-24T08:39:06+00:00,Successfully sent, GENERIC_BILLING_DOC_EVENT , 85203725 , awie.cck.g3.prod.esure.billing.events.DocumentEvent.2 .
2023-11-24T08:29:37+00:00,Successfully sent, GENERIC_BILLING_DOC_EVENT , 92892300 , awie.cck.g3.prod.esure.billing.events.DocumentEvent.2 .
2023-11-24T03:23:58+00:00,Successfully sent, FIRST_DEBT_CHASE_LETTER_EVENT , 34108608 , awie.cck.g3.prod.esure.billing.events.DocumentEvent.2 .
2023-11-24T03:23:36+00:00,Successfully sent, FIRST_DEBT_CHASE_LETTER_EVENT , 86137668 , awie.cck.g3.prod.esure.billing.events.DocumentEvent.2 .
2023-11-24T03:23:34+00:00,Successfully sent, FOLLOW_UP_DEBT_CHASE_LETTER_EVENT , 77059392 , awie.cck.g3.prod.esure.billing.events.DocumentEvent.2 .
2023-11-24T03:23:23+00:00,Successfully sent, FOLLOW_UP_DEBT_CHASE_LETTER_EVENT , 90630891 , awie.cck.g3.prod.esure.billing.events.DocumentEvent.2 .
2023-11-24T03:23:21+00:00,Successfully sent, FIRST_DEBT_CHASE_LETTER_EVENT , 87031640 , awie.cck.g3.prod.esure.billing.events.DocumentEvent.2 .
2023-11-24T03:23:15+00:00,Successfully sent, FIRST_DEBT_CHASE_LETTER_EVENT , 75989522 , awie.cck.g3.prod.esure.billing.events.DocumentEvent.2 .
2023-11-24T03:23:08+00:00,Successfully sent, FOLLOW_UP_DEBT_CHASE_LETTER_EVENT , 90539944 , awie.cck.g3.prod.esure.billing.events.DocumentEvent.2 .
2023-11-24T03:23:08+00:00,Successfully sent, FOLLOW_UP_DEBT_CHASE_LETTER_EVENT , 75535926 , awie.cck.g3.prod.esure.billing.events.DocumentEvent.2 .
2023-11-24T03:23:07+00:00,Successfully sent, FOLLOW_UP_DEBT_CHASE_LETTER_EVENT , 86076313 , awie.cck.g3.prod.esure.billing.events.DocumentEvent.2 .
2023-11-24T03:23:01+00:00,Successfully sent, FOLLOW_UP_DEBT_CHASE_LETTER_EVENT , 86666838 , awie.cck.g3.prod.esure.billing.events.DocumentEvent.2 .
2023-11-24T03:22:23+00:00,Successfully sent, FIRST_DEBT_CHASE_LETTER_EVENT , P0001623477 , awie.cck.g3.prod.esure.billing.events.DocumentEvent.2 .
2023-11-24T03:22:02+00:00,Successfully sent, FIRST_DEBT_CHASE_LETTER_EVENT , 41749796 , awie.cck.g3.prod.esure.billing.events.DocumentEvent.2 .
2023-11-24T03:21:24+00:00,Successfully sent, FIRST_DEBT_CHASE_LETTER_EVENT , 94277575 , awie.cck.g3.prod.esure.billing.events.DocumentEvent.2 .
2023-11-24T03:21:24+00:00,Successfully sent, FIRST_DEBT_CHASE_LETTER_EVENT , 64002258 , awie.cck.g3.prod.esure.billing.events.DocumentEvent.2 .
2023-11-24T03:21:12+00:00,Successfully sent, FIRST_DEBT_CHASE_LETTER_EVENT , 89004418 , awie.cck.g3.prod.esure.billing.events.DocumentEvent.2 .
2023-11-24T03:21:12+00:00,Successfully sent, FIRST_DEBT_CHASE_LETTER_EVENT , 81092364 , awie.cck.g3.prod.esure.billing.events.DocumentEvent.2 .
2023-11-24T03:20:57+00:00,Successfully sent, FOLLOW_UP_DEBT_CHASE_LETTER_EVENT , 75097079 , awie.cck.g3.prod.esure.billing.events.DocumentEvent.2 .
2023-11-24T03:20:43+00:00,Successfully sent, FOLLOW_UP_DEBT_CHASE_LETTER_EVENT , P0001600605 , awie.cck.g3.prod.esure.billing.events.DocumentEvent.2 .
2023-11-24T03:20:23+00:00,Successfully sent, FIRST_DEBT_CHASE_LETTER_EVENT , P0001583729 , awie.cck.g3.prod.esure.billing.events.DocumentEvent.2 .
2023-11-24T03:20:17+00:00,Successfully sent, FOLLOW_UP_DEBT_CHASE_LETTER_EVENT , P0001570643 , awie.cck.g3.prod.esure.billing.events.DocumentEvent.2 .
2023-11-24T03:20:13+00:00,Successfully sent, FIRST_DEBT_CHASE_LETTER_EVENT , P0001567837 , awie.cck.g3.prod.esure.billing.events.DocumentEvent.2 .
2023-11-24T03:20:09+00:00,Successfully sent, FIRST_DEBT_CHASE_LETTER_EVENT , P0001563662 , awie.cck.g3.prod.esure.billing.events.DocumentEvent.2 .
2023-11-24T03:20:07+00:00,Successfully sent, FIRST_DEBT_CHASE_LETTER_EVENT , P0001561631 , awie.cck.g3.prod.esure.billing.events.DocumentEvent.2 .
2023-11-24T03:19:56+00:00,Successfully sent, FIRST_DEBT_CHASE_LETTER_EVENT , P0001551616 , awie.cck.g3.prod.esure.billing.events.DocumentEvent.2 .
2023-11-24T03:19:50+00:00,Successfully sent, FOLLOW_UP_DEBT_CHASE_LETTER_EVENT , P0001537708 , awie.cck.g3.prod.esure.billing.events.DocumentEvent.2 .
2023-11-24T03:19:30+00:00,Successfully sent, FIRST_DEBT_CHASE_LETTER_EVENT , P0001513465 , awie.cck.g3.prod.esure.billing.events.DocumentEvent.2 .
2023-11-24T03:19:25+00:00,Successfully sent, FIRST_DEBT_CHASE_LETTER_EVENT , P0001497125 , awie.cck.g3.prod.esure.billing.events.DocumentEvent.2 .
2023-11-24T03:19:25+00:00,Successfully sent, FOLLOW_UP_DEBT_CHASE_LETTER_EVENT , P0001498547 , awie.cck.g3.prod.esure.billing.events.DocumentEvent.2 .
2023-11-24T03:19:24+00:00,Successfully sent, FIRST_DEBT_CHASE_LETTER_EVENT , P0001498598 , awie.cck.g3.prod.esure.billing.events.DocumentEvent.2 .
2023-11-24T03:19:24+00:00,Successfully sent, FIRST_DEBT_CHASE_LETTER_EVENT , P0001497031 , awie.cck.g3.prod.esure.billing.events.DocumentEvent.2 .
2023-11-24T03:19:18+00:00,Successfully sent, FIRST_DEBT_CHASE_LETTER_EVENT , P0001488435 , awie.cck.g3.prod.esure.billing.events.DocumentEvent.2 .
2023-11-24T03:19:06+00:00,Successfully sent, FIRST_DEBT_CHASE_LETTER_EVENT , P0001472408 , awie.cck.g3.prod.esure.billing.events.DocumentEvent.2 .
2023-11-24T03:19:06+00:00,Successfully sent, FIRST_DEBT_CHASE_LETTER_EVENT , P0001471330 , awie.cck.g3.prod.esure.billing.events.DocumentEvent.2 .
2023-11-24T03:18:56+00:00,Successfully sent, FOLLOW_UP_DEBT_CHASE_LETTER_EVENT , P0001464000 , awie.cck.g3.prod.esure.billing.events.DocumentEvent.2 .
2023-11-24T03:18:56+00:00,Successfully sent, FIRST_DEBT_CHASE_LETTER_EVENT , P0001462950 , awie.cck.g3.prod.esure.billing.events.DocumentEvent.2 .
2023-11-24T03:18:40+00:00,Successfully sent, FIRST_DEBT_CHASE_LETTER_EVENT , P0001415694 , awie.cck.g3.prod.esure.billing.events.DocumentEvent.2 .
2023-11-24T03:18:36+00:00,Successfully sent, FOLLOW_UP_DEBT_CHASE_LETTER_EVENT , P0001408912 , awie.cck.g3.prod.esure.billing.events.DocumentEvent.2 .
2023-11-24T03:18:32+00:00,Successfully sent, FIRST_DEBT_CHASE_LETTER_EVENT , P0001397648 , awie.cck.g3.prod.esure.billing.events.DocumentEvent.2 .
2023-11-24T03:18:28+00:00,Successfully sent, FIRST_DEBT_CHASE_LETTER_EVENT , P0001385000 , awie.cck.g3.prod.esure.billing.events.DocumentEvent.2 .
2023-11-24T03:18:12+00:00,Successfully sent, FIRST_DEBT_CHASE_LETTER_EVENT , P0001341787 , awie.cck.g3.prod.esure.billing.events.DocumentEvent.2 .
2023-11-24T03:18:06+00:00,Successfully sent, FIRST_DEBT_CHASE_LETTER_EVENT , P0001335120 , awie.cck.g3.prod.esure.billing.events.DocumentEvent.2 .
2023-11-24T03:18:02+00:00,Successfully sent, FOLLOW_UP_DEBT_CHASE_LETTER_EVENT , P0001327337 , awie.cck.g3.prod.esure.billing.events.DocumentEvent.2 .
2023-11-24T03:17:56+00:00,Successfully sent, FOLLOW_UP_DEBT_CHASE_LETTER_EVENT , P0001321276 , awie.cck.g3.prod.esure.billing.events.DocumentEvent.2 .
2023-11-24T03:17:56+00:00,Successfully sent, FIRST_DEBT_CHASE_LETTER_EVENT , P0001320177 , awie.cck.g3.prod.esure.billing.events.DocumentEvent.2 .
